target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
Arginase	PF00491.21	280	TARA_ION_MAG_00012_000000000007_19	-	300	1.5e-68	231.3	0.0	1	1	9.5e-73	1.7e-68	231.1	0.0	3	278	26	287	24	289	0.92	Arginase family
Spermine_synth	PF01564.17	188	TARA_ION_MAG_00012_000000000007_20	-	283	1.2e-47	161.8	0.0	1	1	2.7e-51	1.6e-47	161.4	0.0	1	182	59	240	59	247	0.97	Spermine/spermidine synthase domain
Methyltransf_30	PF05430.11	124	TARA_ION_MAG_00012_000000000007_20	-	283	3.4e-05	23.7	0.0	1	1	1.5e-08	8.7e-05	22.4	0.0	29	90	129	192	107	197	0.85	S-adenosyl-L-methionine-dependent methyltransferase
MazG	PF03819.17	74	TARA_ION_MAG_00012_000000000007_21	-	283	2.5e-32	110.9	2.8	1	2	6.8e-26	6.1e-22	77.6	0.2	1	74	44	117	44	117	0.99	MazG nucleotide pyrophosphohydrolase domain
tRNA-synt_1	PF00133.22	602	TARA_ION_MAG_00012_000000000007_23	-	919	2.5e-203	676.6	0.8	1	1	1e-205	3.7e-202	672.8	0.8	2	601	22	588	21	589	0.96	tRNA synthetases class I (I, L, M and V)
Anticodon_1	PF08264.13	152	TARA_ION_MAG_00012_000000000007_23	-	919	2.3e-40	138.1	1.3	1	1	1.4e-43	5.2e-40	136.9	1.3	1	151	641	790	641	791	0.89	Anticodon-binding domain of tRNA
Val_tRNA-synt_C	PF10458.9	66	TARA_ION_MAG_00012_000000000007_23	-	919	5.5e-20	71.4	4.4	1	1	4.3e-23	1.6e-19	70.0	4.4	1	65	853	917	853	918	0.97	Valyl tRNA synthetase tRNA binding arm
SNARE_assoc	PF09335.11	120	TARA_ION_MAG_00012_000000000007_24	-	200	5.7e-24	84.9	8.0	1	1	3.2e-28	5.7e-24	84.9	8.0	1	119	36	153	36	154	0.98	SNARE associated Golgi protein
PSII	PF00421.19	507	TARA_ION_MAG_00012_000000000008_2	-	461	3.4e-150	501.1	13.7	1	1	2.3e-154	4.2e-150	500.8	13.7	1	506	19	458	19	459	0.97	Photosystem II protein
Maf	PF02545.14	166	TARA_ION_MAG_00012_000000000008_3	-	209	1.1e-39	136.0	0.0	1	1	6.7e-44	1.2e-39	135.8	0.0	2	163	2	201	1	204	0.91	Maf-like protein
GATase_3	PF07685.14	196	TARA_ION_MAG_00012_000000000008_4	-	508	1.5e-47	161.8	0.0	1	1	3.7e-51	2.2e-47	161.2	0.0	1	194	264	455	264	457	0.91	CobB/CobQ-like glutamine amidotransferase domain
CbiA	PF01656.23	128	TARA_ION_MAG_00012_000000000008_4	-	508	2.2e-17	63.3	0.0	1	1	8e-21	4.8e-17	62.2	0.0	1	114	14	238	14	246	0.95	CobQ/CobB/MinD/ParA nucleotide binding domain
DUF4956	PF16316.5	172	TARA_ION_MAG_00012_000000000008_10	-	224	1.7e-09	37.5	2.3	1	1	1.5e-13	2.7e-09	36.9	2.3	25	111	54	137	37	166	0.78	Domain of unknown function (DUF4956)
DNA_methylase	PF00145.17	335	TARA_ION_MAG_00012_000000000008_11	-	355	2.3e-66	224.4	0.0	1	1	3.1e-69	5.6e-65	219.9	0.0	2	334	46	351	45	352	0.82	C-5 cytosine-specific DNA methylase
Glyco_hydro_100	PF12899.7	435	TARA_ION_MAG_00012_000000000009_2	-	479	1.2e-179	597.5	0.1	1	1	7.9e-184	1.4e-179	597.3	0.1	1	434	25	468	25	469	0.97	Alkaline and neutral invertase
Cytochrome_B	PF00033.19	189	TARA_ION_MAG_00012_000000000009_4	-	219	2.2e-82	275.5	15.9	1	1	4.2e-86	2.5e-82	275.3	15.9	2	189	25	213	24	213	0.99	Cytochrome b/b6/petB
Cytochrom_B_N_2	PF13631.6	169	TARA_ION_MAG_00012_000000000009_4	-	219	1.4e-38	132.5	7.7	1	1	2.4e-42	1.4e-38	132.5	7.7	2	122	95	215	94	218	0.98	Cytochrome b(N-terminal)/b6/petB
Peptidase_S41	PF03572.18	166	TARA_ION_MAG_00012_000000000009_5	-	424	1.7e-52	177.3	0.5	1	1	4.4e-56	2.6e-52	176.7	0.5	2	164	223	381	222	383	0.97	Peptidase family S41
PDZ_6	PF17820.1	56	TARA_ION_MAG_00012_000000000009_5	-	424	9.1e-07	28.6	0.1	1	1	3.8e-10	2.2e-06	27.4	0.1	6	54	141	189	136	190	0.93	PDZ domain
MinC_C	PF03775.16	102	TARA_ION_MAG_00012_000000000009_7	-	218	5.8e-29	100.1	0.2	1	1	8.3e-33	1.5e-28	98.8	0.0	2	101	114	211	113	212	0.96	Septum formation inhibitor MinC, C-terminal domain
CbiA	PF01656.23	128	TARA_ION_MAG_00012_000000000009_8	-	272	5.2e-23	81.5	0.0	1	1	3.6e-26	9.2e-23	80.7	0.0	1	128	8	221	8	221	0.97	CobQ/CobB/MinD/ParA nucleotide binding domain
ParA	PF10609.9	246	TARA_ION_MAG_00012_000000000009_8	-	272	1.6e-22	80.2	0.2	1	1	1.2e-25	3.2e-22	79.2	0.2	4	245	6	241	3	242	0.83	NUBPL iron-transfer P-loop NTPase
CBP_BcsQ	PF06564.12	234	TARA_ION_MAG_00012_000000000009_8	-	272	4.8e-11	42.6	0.1	1	1	3.2e-14	8.1e-11	41.8	0.1	10	151	14	151	7	239	0.69	Cellulose biosynthesis protein BcsQ
MipZ	PF09140.11	262	TARA_ION_MAG_00012_000000000009_8	-	272	1.5e-07	30.9	0.0	1	1	9.5e-11	2.4e-07	30.3	0.0	2	120	7	136	6	167	0.69	ATPase MipZ
MinE	PF03776.14	68	TARA_ION_MAG_00012_000000000009_9	-	106	3.8e-23	81.2	1.2	1	1	2.9e-27	5.2e-23	80.8	1.2	1	68	17	86	17	86	0.94	Septum formation topological specificity factor MinE
Sua5_yciO_yrdC	PF01300.18	179	TARA_ION_MAG_00012_000000000009_10	-	194	1.6e-29	102.7	0.0	1	1	1e-33	1.8e-29	102.5	0.0	2	179	12	185	11	185	0.91	Telomere recombination
Methyltransf_31	PF13847.6	152	TARA_ION_MAG_00012_000000000009_11	-	290	1.7e-06	27.9	0.0	1	1	4.3e-10	2.6e-06	27.3	0.0	7	112	122	252	116	270	0.87	Methyltransferase domain
Fer2	PF00111.27	78	TARA_ION_MAG_00012_000000000009_12	-	121	2.5e-08	33.7	0.9	1	1	2.2e-12	4e-08	33.1	0.9	6	78	9	90	5	90	0.75	2Fe-2S iron-sulfur cluster binding domain
PSII	PF00421.19	507	TARA_ION_MAG_00012_000000000009_13	-	508	5e-250	830.5	7.7	1	1	3.1e-254	5.6e-250	830.3	7.7	1	507	1	497	1	497	1.00	Photosystem II protein
S1	PF00575.23	75	TARA_ION_MAG_00012_000000000009_15	-	364	5.8e-44	148.3	1.2	1	3	3.3e-11	6e-07	29.7	0.0	2	75	78	150	77	150	0.96	S1 RNA binding domain
S1	PF00575.23	75	TARA_ION_MAG_00012_000000000009_15	-	364	5.8e-44	148.3	1.2	3	3	1.3e-24	2.4e-20	72.7	0.8	2	75	243	314	242	314	0.98	S1 RNA binding domain
S-AdoMet_synt_C	PF02773.16	138	TARA_ION_MAG_00012_000000000009_16	-	417	1.3e-65	219.6	0.1	1	1	3.1e-68	1.9e-64	215.8	0.0	1	137	251	396	251	397	0.97	S-adenosylmethionine synthetase, C-terminal domain
S-AdoMet_synt_M	PF02772.16	120	TARA_ION_MAG_00012_000000000009_16	-	417	2.6e-43	147.1	0.0	1	1	1.8e-46	1.1e-42	145.1	0.0	2	120	122	249	121	249	0.85	S-adenosylmethionine synthetase, central domain
S-AdoMet_synt_N	PF00438.20	99	TARA_ION_MAG_00012_000000000009_16	-	417	4.9e-41	139.4	0.0	1	1	1.8e-44	1.1e-40	138.3	0.0	2	99	4	102	3	102	0.98	S-adenosylmethionine synthetase, N-terminal domain
SNARE_assoc	PF09335.11	120	TARA_ION_MAG_00012_000000000009_18	-	242	3.9e-10	40.2	3.0	1	1	2.2e-14	3.9e-10	40.2	3.0	1	118	90	207	90	209	0.93	SNARE associated Golgi protein
CpeS	PF09367.10	170	TARA_ION_MAG_00012_000000000009_20	-	179	1.8e-43	148.4	1.6	1	1	1.1e-47	2e-43	148.2	1.6	3	169	9	175	7	176	0.93	CpeS-like protein
Phycobilisome	PF00502.19	155	TARA_ION_MAG_00012_000000000009_21	-	174	3e-36	124.7	0.6	1	1	2.1e-40	3.7e-36	124.4	0.6	13	153	17	170	4	171	0.93	Phycobilisome protein
UvrD-helicase	PF00580.21	315	TARA_ION_MAG_00012_000000000009_23	-	802	1.8e-80	270.8	3.3	1	1	5e-84	1.8e-80	270.8	3.3	1	315	12	322	12	322	0.94	UvrD/REP helicase N-terminal domain
UvrD_C	PF13361.6	349	TARA_ION_MAG_00012_000000000009_23	-	802	1.2e-70	238.6	5.6	1	1	7.8e-73	2.8e-69	234.2	5.6	1	347	333	670	333	672	0.83	UvrD-like helicase C-terminal domain
AAA_19	PF13245.6	146	TARA_ION_MAG_00012_000000000009_23	-	802	8.6e-34	117.0	0.0	1	1	6.1e-37	2.2e-33	115.7	0.0	1	146	16	307	16	307	0.95	AAA domain
PolyA_pol	PF01743.20	126	TARA_ION_MAG_00012_000000000009_24	-	413	2.1e-24	86.3	0.1	1	1	1.8e-28	3.3e-24	85.7	0.1	3	125	37	168	35	169	0.89	Poly A polymerase head domain
Pyr_redox_2	PF07992.14	294	TARA_ION_MAG_00012_000000000009_25	-	716	4.3e-10	39.3	0.0	1	1	5.9e-11	3.5e-07	29.7	0.0	24	284	26	259	1	271	0.78	Pyridine nucleotide-disulphide oxidoreductase
PNP_UDP_1	PF01048.20	234	TARA_ION_MAG_00012_000000000009_26	-	302	3.7e-39	134.3	0.0	1	1	2.4e-43	4.3e-39	134.1	0.0	1	232	13	254	13	256	0.91	Phosphorylase superfamily
Cytochrom_B559	PF00283.19	29	TARA_ION_MAG_00012_000000000009_28	-	49	4.5e-17	61.2	1.9	1	1	3e-21	5.5e-17	60.9	1.9	3	29	12	38	10	38	0.96	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
Cytochrom_B559a	PF00284.20	39	TARA_ION_MAG_00012_000000000009_29	-	83	4.1e-20	71.3	0.2	1	1	6e-24	5.4e-20	70.9	0.2	1	37	43	79	43	81	0.96	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PSII_BNR	PF14870.6	303	TARA_ION_MAG_00012_000000000009_30	-	339	4.8e-123	410.3	5.9	1	1	9.1e-127	5.4e-123	410.1	5.9	2	303	30	337	29	337	0.98	Photosynthesis system II assembly factor YCF48
Oxidored_q4	PF00507.19	99	TARA_ION_MAG_00012_000000000009_32	-	121	2.5e-36	123.8	3.1	1	1	2e-40	3.5e-36	123.3	3.1	2	99	22	119	21	119	0.98	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
Oxidored_q6	PF01058.22	131	TARA_ION_MAG_00012_000000000009_33	-	245	5.1e-25	87.8	0.0	1	1	4.3e-29	7.7e-25	87.2	0.0	31	130	83	169	59	170	0.83	NADH ubiquinone oxidoreductase, 20 Kd subunit
Complex1_30kDa	PF00329.19	122	TARA_ION_MAG_00012_000000000009_34	-	179	3.1e-34	118.2	0.0	1	1	2.1e-38	3.8e-34	117.9	0.0	2	117	47	167	46	172	0.92	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
UPF0052	PF01933.18	293	TARA_ION_MAG_00012_000000000009_35	-	463	3.3e-100	335.1	0.0	1	1	2.4e-104	4.3e-100	334.7	0.0	1	292	140	430	140	431	0.97	Uncharacterised protein family UPF0052
ABC_tran	PF00005.27	137	TARA_ION_MAG_00012_000000000009_36	-	262	9.5e-27	94.2	0.0	1	1	1.7e-30	1.5e-26	93.5	0.0	1	137	23	177	23	177	0.89	ABC transporter
AAA_lid_2	PF17863.1	73	TARA_ION_MAG_00012_000000000009_38	-	719	4.4e-15	55.3	0.0	1	1	2.3e-18	1e-14	54.1	0.0	3	64	312	373	310	382	0.89	AAA lid domain
HPPK	PF01288.20	112	TARA_ION_MAG_00012_000000000009_39	-	188	1.1e-22	80.6	0.0	1	1	9.4e-27	1.7e-22	80.1	0.0	4	110	16	170	13	172	0.72	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
FAD_binding_7	PF03441.14	202	TARA_ION_MAG_00012_000000000009_41	-	483	6e-71	238.1	0.9	1	1	9.2e-75	8.3e-71	237.6	0.9	1	200	291	479	291	481	0.95	FAD binding domain of DNA photolyase
DNA_photolyase	PF00875.18	164	TARA_ION_MAG_00012_000000000009_41	-	483	4.3e-36	124.4	0.0	1	1	1.1e-39	9.7e-36	123.2	0.0	2	155	7	159	6	171	0.95	DNA photolyase
DegT_DnrJ_EryC1	PF01041.17	361	TARA_ION_MAG_00012_000000000009_42	-	398	1.3e-111	373.4	0.2	1	2	2.3e-103	1.4e-99	333.9	0.0	3	297	16	306	14	317	0.94	DegT/DnrJ/EryC1/StrS aminotransferase family
Aminotran_1_2	PF00155.21	363	TARA_ION_MAG_00012_000000000009_42	-	398	8.1e-08	31.8	0.1	1	1	3.6e-11	2.1e-07	30.4	0.1	44	196	36	166	17	329	0.71	Aminotransferase class I and II
AhpC-TSA	PF00578.21	124	TARA_ION_MAG_00012_000000000009_43	-	198	4.7e-09	36.2	0.2	1	1	7.7e-13	6.9e-09	35.7	0.2	6	114	16	127	11	136	0.84	AhpC/TSA family
adh_short_C2	PF13561.6	234	TARA_ION_MAG_00012_000000000009_44	-	261	1.3e-78	263.8	0.0	1	1	1.6e-82	1.4e-78	263.7	0.0	1	233	14	255	14	256	0.98	Enoyl-(Acyl carrier protein) reductase
IGPD	PF00475.18	144	TARA_ION_MAG_00012_000000000009_45	-	202	2.2e-64	216.1	0.4	1	1	1.8e-68	3.2e-64	215.6	0.4	1	144	34	177	34	177	1.00	Imidazoleglycerol-phosphate dehydratase
RPE65	PF03055.15	463	TARA_ION_MAG_00012_000000000009_46	-	496	2e-105	353.6	0.0	1	1	1.3e-109	2.3e-105	353.5	0.0	2	462	25	493	24	494	0.87	Retinal pigment epithelial membrane protein
Ham1p_like	PF01725.16	187	TARA_ION_MAG_00012_000000000009_47	-	193	8.4e-52	175.8	0.0	1	1	5.6e-56	1e-51	175.6	0.0	1	185	5	184	5	185	0.89	Ham1 family
PGM_PMM_I	PF02878.16	138	TARA_ION_MAG_00012_000000000009_48	-	486	5.6e-27	94.1	0.0	1	1	2e-30	9.1e-27	93.5	0.0	3	132	12	145	10	149	0.90	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PGM_PMM_III	PF02880.16	114	TARA_ION_MAG_00012_000000000009_48	-	486	6.7e-17	61.7	0.0	1	1	2.8e-20	1.2e-16	60.9	0.0	17	111	294	387	280	390	0.88	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
RNase_H_2	PF13482.6	166	TARA_ION_MAG_00012_000000000009_49	-	474	7.9e-25	87.8	0.4	1	1	2.5e-28	1.5e-24	86.9	0.4	2	165	292	465	291	466	0.85	RNase_H superfamily
DUF21	PF01595.20	176	TARA_ION_MAG_00012_000000000009_52	-	414	3.1e-21	75.9	2.0	1	1	9.1e-25	5.4e-21	75.1	2.0	8	167	2	173	1	181	0.93	Cyclin M transmembrane N-terminal domain
CBS	PF00571.28	57	TARA_ION_MAG_00012_000000000009_52	-	414	2.4e-10	40.7	1.7	1	2	3.7e-08	0.00022	21.6	0.1	1	56	196	254	196	255	0.87	CBS domain
GFO_IDH_MocA	PF01408.22	120	TARA_ION_MAG_00012_000000000009_53	-	335	3.4e-27	95.6	0.1	1	1	4.3e-31	7.8e-27	94.5	0.1	1	120	8	124	8	124	0.97	Oxidoreductase family, NAD-binding Rossmann fold
TGT	PF01702.18	350	TARA_ION_MAG_00012_000000000009_54	-	373	2.9e-133	444.4	0.0	1	1	2e-137	3.6e-133	444.0	0.0	2	338	14	356	10	365	0.98	Queuine tRNA-ribosyltransferase
CobS	PF02654.15	204	TARA_ION_MAG_00012_000000000009_55	-	258	1.4e-39	136.4	1.4	1	1	9e-44	1.6e-39	136.2	1.4	1	203	15	250	15	251	0.71	Cobalamin-5-phosphate synthase
DUF3155	PF11352.8	88	TARA_ION_MAG_00012_000000000009_57	-	123	1.4e-50	169.6	0.8	1	1	9.9e-55	1.8e-50	169.3	0.8	1	87	3	89	3	90	0.99	Protein of unknown function (DUF3155)
Abhydrolase_2	PF02230.16	217	TARA_ION_MAG_00012_000000000009_58	-	205	7.3e-21	75.0	0.0	1	1	1e-24	9.1e-21	74.7	0.0	3	212	7	199	5	203	0.82	Phospholipase/Carboxylesterase
AICARFT_IMPCHas	PF01808.18	296	TARA_ION_MAG_00012_000000000009_59	-	516	9e-114	379.9	1.7	1	1	1.4e-117	1.3e-113	379.4	1.7	1	295	134	448	134	449	0.93	AICARFT/IMPCHase bienzyme
MGS	PF02142.22	95	TARA_ION_MAG_00012_000000000009_59	-	516	1.4e-24	86.1	0.0	1	1	3.1e-28	2.8e-24	85.1	0.0	2	94	15	128	14	129	0.96	MGS-like domain
LYTB	PF02401.18	264	TARA_ION_MAG_00012_000000000009_61	-	399	2e-81	273.1	0.1	1	1	1.4e-85	2.4e-81	272.9	0.1	1	263	57	393	57	394	0.91	LytB protein
Ammonium_transp	PF00909.21	399	TARA_ION_MAG_00012_000000000009_62	-	487	6.4e-119	397.2	40.3	1	1	4.1e-123	7.4e-119	397.0	40.3	1	399	78	479	78	479	0.95	Ammonium Transporter Family
SfsA	PF03749.13	138	TARA_ION_MAG_00012_000000000009_63	-	249	1.2e-35	122.4	0.0	1	1	1.7e-39	1.5e-35	122.1	0.0	2	137	92	235	91	236	0.95	Sugar fermentation stimulation protein RE domain
SfsA_N	PF17746.1	63	TARA_ION_MAG_00012_000000000009_63	-	249	9.2e-23	80.2	0.0	1	1	1.6e-26	1.5e-22	79.5	0.0	1	63	17	88	17	88	0.90	SfsA N-terminal OB domain
MurJ	PF03023.14	452	TARA_ION_MAG_00012_000000000009_64	-	527	1.6e-71	241.3	38.7	1	1	2.5e-75	2.2e-71	240.8	38.7	1	445	30	488	30	495	0.91	Lipid II flippase MurJ
DUF3181	PF11378.8	90	TARA_ION_MAG_00012_000000000009_65	-	96	6.2e-21	74.5	0.1	1	1	3.9e-25	7e-21	74.3	0.1	1	89	8	93	8	94	0.95	Protein of unknown function (DUF3181)
SHMT	PF00464.19	399	TARA_ION_MAG_00012_000000000009_67	-	424	6e-171	568.4	0.0	1	1	1.2e-174	6.9e-171	568.2	0.0	1	399	7	384	7	384	0.99	Serine hydroxymethyltransferase
Aminotran_1_2	PF00155.21	363	TARA_ION_MAG_00012_000000000009_67	-	424	5.4e-08	32.4	0.0	1	1	1.9e-11	1.2e-07	31.3	0.0	66	353	87	369	60	374	0.71	Aminotransferase class I and II
CinA	PF02464.17	155	TARA_ION_MAG_00012_000000000009_68	-	431	4.8e-53	178.9	0.0	1	1	1.1e-56	6.9e-53	178.4	0.0	2	152	272	425	271	428	0.94	Competence-damaged protein
MoCF_biosynth	PF00994.24	144	TARA_ION_MAG_00012_000000000009_68	-	431	4.2e-34	117.3	0.0	1	1	2.4e-37	1.4e-33	115.6	0.0	1	142	18	184	18	186	0.95	Probable molybdopterin binding domain
CinA_KH	PF18146.1	73	TARA_ION_MAG_00012_000000000009_68	-	431	3.8e-26	91.1	0.1	1	1	2.1e-29	1.3e-25	89.4	0.0	1	73	196	268	196	268	0.99	Damage-inducible protein CinA KH domain
Aconitase	PF00330.20	461	TARA_ION_MAG_00012_000000000009_69	-	470	8.1e-149	496.5	0.0	1	1	5.1e-153	9.2e-149	496.3	0.0	1	461	8	458	8	458	0.95	Aconitase family (aconitate hydratase)
Aconitase_C	PF00694.19	131	TARA_ION_MAG_00012_000000000009_70	-	207	1.5e-19	70.6	0.0	1	1	2.8e-23	5e-19	68.9	0.0	6	123	14	120	10	127	0.81	Aconitase C-terminal domain
DUF3769	PF12600.8	445	TARA_ION_MAG_00012_000000000009_71	-	676	2.1e-97	326.8	7.1	1	1	4.3e-101	3.8e-97	326.0	7.1	4	445	220	675	218	675	0.96	Protein of unknown function (DUF3769)
PsbN	PF02468.15	43	TARA_ION_MAG_00012_000000000009_72	-	51	2.3e-19	69.0	0.2	1	1	1.4e-23	2.6e-19	68.8	0.2	2	43	9	50	8	50	0.98	Photosystem II reaction centre N protein (psbN)
PsbH	PF00737.20	52	TARA_ION_MAG_00012_000000000009_73	-	67	2.2e-25	88.1	3.5	1	1	1.4e-29	2.6e-25	87.9	3.5	1	52	4	56	4	56	0.99	Photosystem II 10 kDa phosphoprotein
Pept_tRNA_hydro	PF01195.19	171	TARA_ION_MAG_00012_000000000009_74	-	201	7.1e-54	182.3	0.2	1	1	4.7e-58	8.4e-54	182.1	0.2	2	158	9	182	8	194	0.87	Peptidyl-tRNA hydrolase
DUF3146	PF11344.8	80	TARA_ION_MAG_00012_000000000009_75	-	86	7e-31	105.7	0.0	1	1	4.3e-35	7.8e-31	105.6	0.0	1	80	5	84	5	84	0.99	Protein of unknown function (DUF3146)
DUF3084	PF11283.8	77	TARA_ION_MAG_00012_000000000009_77	-	321	7.7e-28	96.3	5.2	1	1	8.7e-32	1.6e-27	95.3	5.2	1	75	3	77	3	79	0.98	Protein of unknown function (DUF3084)
cNMP_binding	PF00027.29	89	TARA_ION_MAG_00012_000000000009_78	-	245	4.8e-15	55.4	0.0	1	1	1.4e-18	8.3e-15	54.6	0.0	4	88	49	135	46	136	0.92	Cyclic nucleotide-binding domain
CobA_CobO_BtuR	PF02572.15	172	TARA_ION_MAG_00012_000000000009_79	-	194	6.1e-19	68.9	0.0	1	1	4.2e-23	7.5e-19	68.6	0.0	2	154	35	192	34	193	0.91	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
Thy1	PF02511.15	188	TARA_ION_MAG_00012_000000000009_81	-	212	4.6e-42	144.0	0.3	1	1	2.9e-46	5.3e-42	143.8	0.3	2	187	6	202	5	203	0.83	Thymidylate synthase complementing protein
Thioredoxin_8	PF13905.6	95	TARA_ION_MAG_00012_000000000009_82	-	181	5.7e-10	39.4	1.5	1	1	5.3e-12	2.4e-08	34.2	1.4	2	59	61	117	59	122	0.86	Thioredoxin-like
Thioredoxin_6	PF13848.6	184	TARA_ION_MAG_00012_000000000009_82	-	181	2.1e-06	27.8	0.5	1	1	7.3e-10	3.3e-06	27.1	0.5	90	174	56	141	47	147	0.83	Thioredoxin-like domain
PGM_PMM_I	PF02878.16	138	TARA_ION_MAG_00012_000000000009_83	-	448	1.4e-35	122.0	0.0	1	1	5.4e-39	2.4e-35	121.2	0.0	3	136	4	133	2	135	0.96	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PGM_PMM_III	PF02880.16	114	TARA_ION_MAG_00012_000000000009_83	-	448	9e-25	87.1	0.0	1	1	4.5e-28	2e-24	86.0	0.0	1	112	253	364	253	366	0.94	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PGM_PMM_IV	PF00408.20	74	TARA_ION_MAG_00012_000000000009_83	-	448	1.7e-07	31.3	0.0	1	1	1e-10	4.6e-07	29.9	0.0	14	63	377	431	368	434	0.75	Phosphoglucomutase/phosphomannomutase, C-terminal domain
Methyltransf_4	PF02390.17	173	TARA_ION_MAG_00012_000000000009_84	-	213	1e-42	145.5	0.0	1	1	2.1e-46	1.3e-42	145.2	0.0	2	172	30	204	29	205	0.91	Putative methyltransferase
Methyltransf_25	PF13649.6	97	TARA_ION_MAG_00012_000000000009_84	-	213	9.8e-07	29.4	0.0	1	1	2.8e-10	1.7e-06	28.7	0.0	2	71	34	107	34	142	0.77	Methyltransferase domain
DUF3177	PF11375.8	189	TARA_ION_MAG_00012_000000000009_85	-	206	2.1e-48	164.6	14.7	1	1	1.4e-52	2.5e-48	164.4	14.7	3	188	8	199	6	200	0.98	Protein of unknown function (DUF3177)
tRNA-synt_1	PF00133.22	602	TARA_ION_MAG_00012_000000000009_86	-	962	1.5e-190	634.5	3.5	1	1	6.3e-194	1.9e-190	634.1	3.5	2	599	39	663	38	666	0.94	tRNA synthetases class I (I, L, M and V)
Anticodon_1	PF08264.13	152	TARA_ION_MAG_00012_000000000009_86	-	962	2.7e-32	111.8	0.3	1	1	2e-35	5.9e-32	110.7	0.3	1	150	710	864	710	866	0.89	Anticodon-binding domain of tRNA
tRNA-synt_1_2	PF13603.6	185	TARA_ION_MAG_00012_000000000009_86	-	962	1.4e-09	37.8	0.0	1	1	1.1e-12	3.4e-09	36.5	0.0	20	148	249	381	240	407	0.75	Leucyl-tRNA synthetase, Domain 2
Glyco_tranf_2_3	PF13641.6	230	TARA_ION_MAG_00012_000000000010_2	-	445	1.1e-26	94.2	0.0	1	1	4e-30	1.4e-26	93.8	0.0	4	228	90	313	88	315	0.92	Glycosyltransferase like family 2
Glycos_transf_2	PF00535.26	170	TARA_ION_MAG_00012_000000000010_2	-	445	1.6e-22	80.1	0.1	1	1	6.7e-25	2.4e-21	76.3	0.0	1	106	91	199	91	259	0.88	Glycosyl transferase family 2
Glyco_tranf_2_4	PF13704.6	96	TARA_ION_MAG_00012_000000000010_2	-	445	9e-07	29.3	0.0	1	1	5.1e-10	1.8e-06	28.3	0.0	1	89	97	190	97	197	0.79	Glycosyl transferase family 2
DNA_pol3_delta2	PF13177.6	163	TARA_ION_MAG_00012_000000000010_3	-	572	4.6e-45	153.3	0.2	1	1	3.3e-48	1.5e-44	151.7	0.2	2	162	23	182	22	183	0.96	DNA polymerase III, delta subunit
DNA_pol3_gamma3	PF12169.8	143	TARA_ION_MAG_00012_000000000010_3	-	572	1.5e-09	37.9	0.0	1	1	6.7e-13	3e-09	36.9	0.0	1	128	235	362	235	373	0.87	DNA polymerase III subunits gamma and tau domain III
AAA_2	PF07724.14	171	TARA_ION_MAG_00012_000000000010_4	-	457	3.1e-47	160.9	0.0	1	1	3.1e-50	6.2e-47	159.9	0.0	2	170	138	340	137	341	0.97	AAA domain (Cdc48 subfamily)
zf-C4_ClpX	PF06689.13	39	TARA_ION_MAG_00012_000000000010_4	-	457	3e-20	71.8	4.1	1	1	3.9e-23	7.8e-20	70.5	4.1	2	39	9	45	8	45	0.96	ClpX C4-type zinc finger
AAA	PF00004.29	132	TARA_ION_MAG_00012_000000000010_4	-	457	1.1e-15	58.3	0.0	1	1	1.2e-18	2.4e-15	57.1	0.0	1	99	142	248	142	279	0.87	ATPase family associated with various cellular activities (AAA)
CLP_protease	PF00574.23	182	TARA_ION_MAG_00012_000000000010_5	-	226	2.5e-85	285.0	0.0	1	1	1.7e-89	3.1e-85	284.7	0.0	2	181	44	223	43	224	0.99	Clp protease
Trigger_C	PF05698.14	162	TARA_ION_MAG_00012_000000000010_6	-	472	1e-26	93.9	19.9	1	1	3.6e-30	2.1e-26	92.8	19.9	1	161	276	430	276	431	0.95	Bacterial trigger factor protein (TF) C-terminus
Trigger_N	PF05697.13	141	TARA_ION_MAG_00012_000000000010_6	-	472	3.5e-26	92.2	0.4	1	1	5.9e-30	3.5e-26	92.2	0.4	3	140	8	155	7	156	0.92	Bacterial trigger factor protein (TF)
Semialdhyde_dhC	PF02774.18	184	TARA_ION_MAG_00012_000000000010_7	-	346	2.4e-43	148.4	0.0	1	1	3.5e-47	3.1e-43	148.0	0.0	1	184	146	326	146	326	0.97	Semialdehyde dehydrogenase, dimerisation domain
Semialdhyde_dh	PF01118.24	121	TARA_ION_MAG_00012_000000000010_7	-	346	1.6e-31	109.2	0.0	1	1	3e-35	2.7e-31	108.5	0.0	1	118	13	125	13	128	0.97	Semialdehyde dehydrogenase, NAD binding domain
